CODIGO,ES_VENDEDOR,ES_COMPRADOR,FECHA_INICIO,URL,NOMBRE,MUNICIPIO_CODIGO
https://www.mercadolibre.com.co/perfil/AUGUSTOPEACALLE,0,1,"",https://www.mercadolibre.com.co/perfil/AUGUSTOPEACALLE,AUGUSTOPEACALLE,null
https://www.mercadolibre.com.co/perfil/AURA CÁRDENAS,0,1,"",https://www.mercadolibre.com.co/perfil/AURA CÁRDENAS,AURA CÁRDENAS,null
https://www.mercadolibre.com.co/perfil/AURAARBOLEDA,0,1,"",https://www.mercadolibre.com.co/perfil/AURAARBOLEDA,AURAARBOLEDA,null
https://www.mercadolibre.com.co/perfil/AURALIMAS,0,1,"",https://www.mercadolibre.com.co/perfil/AURALIMAS,AURALIMAS,null
https://www.mercadolibre.com.co/perfil/AURALUCIAGONZALES,0,1,"",https://www.mercadolibre.com.co/perfil/AURALUCIAGONZALES,AURALUCIAGONZALES,null
https://www.mercadolibre.com.co/perfil/AURAMARIACARDONACALDERON,0,1,"",https://www.mercadolibre.com.co/perfil/AURAMARIACARDONACALDERON,AURAMARIACARDONACALDERON,null
https://www.mercadolibre.com.co/perfil/AURCUENTAS,0,1,"",https://www.mercadolibre.com.co/perfil/AURCUENTAS,AURCUENTAS,null
https://www.mercadolibre.com.co/perfil/AURELIOPELAEZVIDAL20,0,1,"",https://www.mercadolibre.com.co/perfil/AURELIOPELAEZVIDAL20,AURELIOPELAEZVIDAL20,null
https://www.mercadolibre.com.co/perfil/AURORATECH,0,1,"",https://www.mercadolibre.com.co/perfil/AURORATECH,AURORATECH,null
https://www.mercadolibre.com.co/perfil/AUTO-DVD-GPS,0,1,"",https://www.mercadolibre.com.co/perfil/AUTO-DVD-GPS,AUTO-DVD-GPS,null
https://www.mercadolibre.com.co/perfil/AUTOMINS,0,1,"",https://www.mercadolibre.com.co/perfil/AUTOMINS,AUTOMINS,null
https://www.mercadolibre.com.co/perfil/AUTOMUNDOCOL,0,1,"",https://www.mercadolibre.com.co/perfil/AUTOMUNDOCOL,AUTOMUNDOCOL,null
